Nº	Nombre	Total	Pormil
880	FLOR MARIA	34	0.06
881	GENMA	34	0.06
882	JACINTA	34	0.06
883	KARLA	34	0.06
884	KIARA	34	0.06
885	LOURDES MARIA	34	0.06
886	LUCIANA	34	0.06
887	MARILUZ	34	0.06
888	NAYRA	34	0.06
889	PLACERES	34	0.06
890	SOFIA MARIA	34	0.06
891	VENERABLE	34	0.06
892	YLENIA	34	0.06
893	CELESTE	33	0.06
894	DESIRE	33	0.06
895	FERMINA	33	0.06
896	JOSEFA DOLORES	33	0.06
897	JUNQUERA	33	0.06
898	MARIA AIDA	33	0.06
899	MILENA	33	0.06
900	MIRANDA	33	0.06
901	NELLY	33	0.06
902	NINA	33	0.06
903	ALINA	32	0.06
904	ANA PATRICIA	32	0.06
905	CATHERINE	32	0.06
906	FLORA MARIA	32	0.06
907	KAREN	32	0.06
908	MARIA MACARENA	32	0.06
909	MARIA MODESTA	32	0.06
910	MARIA VIOLETA	32	0.06
911	MARIAM	32	0.06
912	NAHIA	32	0.06
913	ROSAURA	32	0.06
914	SILVINA	32	0.06
915	TOMASA	32	0.06
916	AINOHA	31	0.05
917	AMINA	31	0.05
918	AUREA MARIA	31	0.05
919	AURITA	31	0.05
920	ELISA ISABEL	31	0.05
921	FABIANA	31	0.05
922	FUENSANTA	31	0.05
923	JOVITA	31	0.05
924	MARIA ANTONIETA	31	0.05
925	MARIA CIPRIANA	31	0.05
926	MARIA CONCEIÇAO	31	0.05
927	MARIA MILAGROSA	31	0.05
928	MARIA TAMARA	31	0.05
929	MELINA	31	0.05
930	ROSALINA	31	0.05
931	YADIRA	31	0.05
932	ANA VICTORIA	30	0.05
933	CARLOTA MARIA	30	0.05
934	IARA	30	0.05
935	MANUELA JOSEFA	30	0.05
936	MARIA CARLOTA	30	0.05
937	MARIA FELIX	30	0.05
938	MARIA HILDA	30	0.05
939	NAIR	30	0.05
940	AMELIA MARIA	29	0.05
941	BIENVENIDA	29	0.05
942	CARMEN MANUELA	29	0.05
943	CORA	29	0.05
944	DAMARIS	29	0.05
945	DIONISIA	29	0.05
946	EIRE	29	0.05
947	ELDA	29	0.05
948	EULOGIA	29	0.05
949	LETICIA MARIA	29	0.05
950	MARIA ENCINA	29	0.05
951	MARIA ESCLAVITUD	29	0.05
952	MARIAN	29	0.05
953	NAHIR	29	0.05
954	NICOLASA	29	0.05
955	RAIMUNDA	29	0.05
956	ROCIO MARIA	29	0.05
957	SAMARA	29	0.05
958	SUSANA BEATRIZ	29	0.05
959	TALIA	29	0.05
960	AHINOA	28	0.05
961	AINE	28	0.05
962	ALIDA	28	0.05
963	ANALIA	28	0.05
964	BELEN MARIA	28	0.05
965	CAROLINA MARIA	28	0.05
966	DAFNE	28	0.05
967	EFIGENIA	28	0.05
968	ESTELA MARIA	28	0.05
969	FELICIA	28	0.05
970	INGRID	28	0.05
971	ISIDORA	28	0.05
972	JUSTA	28	0.05
973	LAILA	28	0.05
974	LENA	28	0.05
975	MARIA ALBA	28	0.05
976	MARIA ANGELINA	28	0.05
977	NAIMA	28	0.05
978	PALOMA MARIA	28	0.05
979	ROSA CARMEN	28	0.05
980	STELLA	28	0.05
981	ARSILIA	27	0.05
982	CLAUDIA PATRICIA	27	0.05
983	CONSUELO MARIA	27	0.05
984	DIVINA PASTORA	27	0.05
985	DOLORES JOSEFA	27	0.05
986	ICIAR	27	0.05
987	ISABEL CRISTINA	27	0.05
988	MANUELA CARMEN	27	0.05
989	MARCIA	27	0.05
990	MARIA CAMILA	27	0.05
991	MARIA EMERITA	27	0.05
992	MARIA HERMINDA	27	0.05
993	MARIA UXIA	27	0.05
994	MARINA ISABEL	27	0.05
995	NEKANE	27	0.05
996	PRESENTACION	27	0.05
997	SELENA	27	0.05
998	VIRGINIA MARIA	27	0.05
999	CARMEN ELENA	26	0.05
1000	CRISTINA ISABEL	26	0.05
1001	DENISE	26	0.05
1002	DIANA CAROLINA	26	0.05
1003	JANET	26	0.05
1004	MARIA ALSIRA	26	0.05
1005	MARIA ANGEL	26	0.05
1006	MARIA BENILDE	26	0.05
1007	MARIA CARIDAD	26	0.05
1008	MARIA CLOTILDE	26	0.05
1009	MARIA ELBA	26	0.05
1010	MARIA LINA	26	0.05
1011	MARIA NAZARET	26	0.05
1012	MARIA PRESENTACION	26	0.05
1013	MARIA SERAFINA	26	0.05
1014	MARIA VALENTINA	26	0.05
1015	ROSA ELENA	26	0.05
1016	TATIANA MARIA	26	0.05
1017	YOANA	26	0.05
1018	ALEJANDRINA	25	0.04
1019	BERNARDA	25	0.04
1020	CIPRIANA MARIA	25	0.04
1021	EUGENIA MARIA	25	0.04
1022	HELGA	25	0.04
1023	IRATXE	25	0.04
1024	LEONIDES	25	0.04
1025	MARIA ADRIANA	25	0.04
1026	MARIA AFRICA	25	0.04
1027	MARIA ALBINA	25	0.04
1028	MARIA AUXILIADORA	25	0.04
1029	MARIA BASILISA	25	0.04
1030	MARIA DULCE	25	0.04
1031	MARIA IRMA	25	0.04
1032	MARIA PLACERES	25	0.04
1033	MARIA SEGUNDA	25	0.04
1034	MARIA TERESA JESUS	25	0.04
1035	MARIA XESUS	25	0.04
1036	PEPA	25	0.04
1037	SANDRA MILENA	25	0.04
1038	SARELA	25	0.04
1039	SEILA	25	0.04
1040	SONSOLES	25	0.04
1041	YANET	25	0.04
1042	ANDREIA	24	0.04
1043	ANGELES MARIA	24	0.04
1044	CARMEN TERESA	24	0.04
1045	CLARA EUGENIA	24	0.04
1046	DOLORES MANUELA	24	0.04
1047	ELENA ISABEL	24	0.04
1048	JANA	24	0.04
1049	MANOLA	24	0.04
1050	MARIA ARANTZAZU	24	0.04
1051	MARIA EDITA	24	0.04
1052	NAOMI	24	0.04
1053	ROSINA	24	0.04
1054	VICTORIA MARIA	24	0.04
1055	AINHARA	23	0.04
1056	ALIANZA	23	0.04
1057	CECILIA MARIA	23	0.04
1058	CELSA MARIA	23	0.04
1059	CESAREA	23	0.04
1060	FRANCESCA	23	0.04
1061	GORETTI	23	0.04
1062	HIGINIA	23	0.04
1063	JOHANNA	23	0.04
1064	JOSEFINA MARIA	23	0.04
1065	LEONISA	23	0.04
1066	LIBERTAD	23	0.04
1067	LINA MARIA	23	0.04
1068	LUZDIVINA	23	0.04
1069	MARIA ALEXANDRA	23	0.04
1070	MARIA LARA	23	0.04
1071	MARIANELA	23	0.04
1072	MINA	23	0.04
1073	NATHALIE	23	0.04
1074	PAOLA ANDREA	23	0.04
1075	PAULA CRISTINA	23	0.04
1076	RAMONA MARIA	23	0.04
1077	SILVIA BEATRIZ	23	0.04
1078	SUEVIA	23	0.04
1079	VERA LUCIA	23	0.04
1080	YENIFER	23	0.04
1081	YESICA MARIA	23	0.04
1082	AICHA	22	0.04
1083	ANA BERTA	22	0.04
1084	ARIADNE	22	0.04
1085	ASHLEY	22	0.04
1086	ATENEA	22	0.04
1087	BARBARA MARIA	22	0.04
1088	BOUCHRA	22	0.04
1089	CARMEN MERCEDES	22	0.04
1090	DELIA MARIA	22	0.04
1091	ENCARNACION MARIA	22	0.04
1092	GERTRUDIS	22	0.04
1093	HERMENCINA	22	0.04
1094	JOSEFA ANTONIA	22	0.04
1095	JOSEFA ISABEL	22	0.04
1096	JOSEFA PILAR	22	0.04
1097	KATHERINE	22	0.04
1098	LEA	22	0.04
1099	LIVIA	22	0.04
1100	MARIA APARECIDA	22	0.04
1101	MARIA GUILLERMINA	22	0.04
1102	MARIA MARTINA	22	0.04
1103	MARITZA	22	0.04
1104	MARTHA	22	0.04
1105	NEMESIA	22	0.04
1106	SOPHIA	22	0.04
1107	STELLA MARIS	22	0.04
1108	ANA JULIA	21	0.04
1109	ANA KARINA	21	0.04
1110	ANA PILAR	21	0.04
1111	ANE	21	0.04
1112	AREA	21	0.04
1113	ARIANNA	21	0.04
1114	BASILIA	21	0.04
1115	CARMEN BELEN	21	0.04
1116	CONSTANCIA	21	0.04
1117	ENEDINA	21	0.04
1118	FANNY	21	0.04
1119	HANANE	21	0.04
1120	MARIA ANUNCIA	21	0.04
1121	MARIA CARMEN DOLORES	21	0.04
1122	MARIA CASILDA	21	0.04
1123	MARIA CORAL	21	0.04
1124	MARIA DULCINA	21	0.04
1125	MARIA ERNESTINA	21	0.04
1126	MARIA MARCELINA	21	0.04
1127	MARIA SILVINA	21	0.04
1128	MARINA CARMEN	21	0.04
1129	MIHAELA	21	0.04
1130	NAHIARA	21	0.04
1131	SARA ISABEL	21	0.04
1132	SATURNINA	21	0.04
1133	UBALDINA	21	0.04
1134	XIOMARA	21	0.04
1135	ZAIRA MARIA	21	0.04
1136	ZOILA	21	0.04
1137	AGUEDA MARIA	20	0.03
1138	ALESSIA	20	0.03
1139	ALIA	20	0.03
1140	ANASTASIA	20	0.03
1141	CLEMENCIA	20	0.03
1142	CORINA	20	0.03
1143	ELVIRA MARIA	20	0.03
1144	EMILIANA	20	0.03
1145	ESPERANZA MARIA	20	0.03
1146	FLOR	20	0.03
1147	IRATI	20	0.03
1148	JULITA	20	0.03
1149	MARIA CELESTINA	20	0.03
1150	MARIA CLEMENTINA	20	0.03
1151	MARIA CONSTANTINA	20	0.03
1152	MARIA DIANA	20	0.03
1153	MARIA ILDA	20	0.03
1154	MARIA IRIA	20	0.03
1155	MARIA SIRA	20	0.03
1156	MARIA SONSOLES	20	0.03
1157	MARIA TANIA	20	0.03
1158	MAYTE	20	0.03
1159	NAIALA	20	0.03
1160	NIEVES MARIA	20	0.03
1161	NILDA	20	0.03
1162	PURIFICACION MARIA	20	0.03
1163	RACHIDA	20	0.03
1164	ROBERTA	20	0.03
1165	ROSA BLANCA	20	0.03
1166	SANDRA ISABEL	20	0.03
1167	SONIA BEATRIZ	20	0.03
1168	TEBA	20	0.03
1169	YAIZA MARIA	20	0.03
1170	AMADA	19	0.03
1171	ANA RITA	19	0.03
1172	ANA SOFIA	19	0.03
1173	ARANTZA	19	0.03
1174	CASANDRA	19	0.03
1175	CINTHIA	19	0.03
1176	CORONA	19	0.03
1177	DELMIRA	19	0.03
1178	DOLORES PILAR	19	0.03
1179	DULCINA	19	0.03
1180	ELOINA	19	0.03
1181	EMILY	19	0.03
1182	ISABELA	19	0.03
1183	JESUSA MARIA	19	0.03
1184	KEILA	19	0.03
1185	LEONOR MARIA	19	0.03
1186	MANUELA ISABEL	19	0.03
1187	MARIA DOLORES CARMEN	19	0.03
1188	MARIA LUCITA	19	0.03
1189	MARIA LUCRECIA	19	0.03
1190	MARIA LURDES	19	0.03
1191	MARIA NEREA	19	0.03
1192	MARIA PORTAL	19	0.03
1193	MARIA ROGELIA	19	0.03
1194	MARIOLA	19	0.03
1195	MARY LUZ	19	0.03
1196	MONICA BEATRIZ	19	0.03
1197	NARA	19	0.03
1198	NAVIA	19	0.03
1199	PENELOPE	19	0.03
1200	PILAR CARMEN	19	0.03
1201	SANDRA PATRICIA	19	0.03
1202	SORAYA MARIA	19	0.03
1203	TELMA	19	0.03
1204	URBANA	19	0.03
1205	VENERANDA	19	0.03
1206	ANA MAR	18	0.03
1207	ANA RAQUEL	18	0.03
1208	ANDREA CAROLINA	18	0.03
1209	ARGIMIRA	18	0.03
1210	CAMINO	18	0.03
1211	CESARINA	18	0.03
1212	CONCEPCION MARIA	18	0.03
1213	DAYANA	18	0.03
1214	DULCE	18	0.03
1215	ESTRELLA MAR	18	0.03
1216	FAUSTINA	18	0.03
1217	GENARA	18	0.03
1218	GIULIA	18	0.03
1219	IDAIRA	18	0.03
1220	JARA	18	0.03
1221	LILIA	18	0.03
1222	LOAIRA	18	0.03
1223	LOIDA	18	0.03
1224	MARIA ANXOS	18	0.03
1225	MARIA FLORENCIA	18	0.03
1226	MARIA INOCENCIA	18	0.03
1227	MARIA JESSICA	18	0.03
1228	MARIA TATIANA	18	0.03
1229	MARICARMEN	18	0.03
1230	MARTA BEATRIZ	18	0.03
1231	MARTA ELENA	18	0.03
1232	MARTHA CECILIA	18	0.03
1233	MELODY	18	0.03
1234	NATHALIA	18	0.03
1235	OROSIA	18	0.03
1236	PETRONILA	18	0.03
1237	ROSANNA	18	0.03
1238	TAIS	18	0.03
1239	AMY	17	0.03
1240	ANA CELIA	17	0.03
1241	ANA LUZ	17	0.03
1242	ANABELA	17	0.03
1243	AYA	17	0.03
1244	BALTASARA	17	0.03
1245	BEATRIZ EUGENIA	17	0.03
1246	BRUNA	17	0.03
1247	CARMEN ESTHER	17	0.03
1248	CARMEN LUCIA	17	0.03
1249	CRISTIANE	17	0.03
1250	DANIA	17	0.03
1251	EUSEBIA	17	0.03
1252	EVA ISABEL	17	0.03
1253	GRACIELA MARIA	17	0.03
1254	HELENA MARIA	17	0.03
1255	IMANE	17	0.03
1256	IVANA MARIA	17	0.03
1257	JENNY	17	0.03
1258	KENIA	17	0.03
1259	KIRA	17	0.03
1260	LILIAN	17	0.03
1261	LORENZA	17	0.03
1262	MAGALI	17	0.03
1263	MARIA DINA	17	0.03
1264	MARIA PINO	17	0.03
1265	MARIA SABINA	17	0.03
1266	MARY	17	0.03
1267	MELANI	17	0.03
1268	MONICA ISABEL	17	0.03
1269	MURIEL	17	0.03
1270	NEREA MARIA	17	0.03
1271	NICOLETA	17	0.03
1272	ROXANA	17	0.03
1273	SAADIA	17	0.03
1274	SONIA BELEN	17	0.03
1275	YOVANA	17	0.03
1276	ANA ESTHER	16	0.03
1277	ANA ROCIO	16	0.03
1278	ANGELINES	16	0.03
1279	ANTONELLA	16	0.03
1280	ARIA	16	0.03
1281	BENILDA	16	0.03
1282	CANDIDA MARIA	16	0.03
1283	CARMEN CONCEPCION	16	0.03
1284	CARMEN JULIA	16	0.03
1285	CASTORA	16	0.03
1286	CONCHA	16	0.03
1287	DUNA	16	0.03
1288	EMILIA CARMEN	16	0.03
1289	ENARA	16	0.03
1290	GAIA	16	0.03
1291	HERMESINDA	16	0.03
1292	HILARIA	16	0.03
1293	IRUNE	16	0.03
1294	ISIS	16	0.03
1295	IVONNE	16	0.03
1296	KARIMA	16	0.03
1297	LAURA ISABEL	16	0.03
1298	LILA	16	0.03
1299	LUZ ELENA	16	0.03
1300	LUZ STELLA	16	0.03
1301	MARIA CARMEN JOSEFA	16	0.03
1302	MARIA CLAUDIA	16	0.03
1303	MARIA DULZURA	16	0.03
1304	MARIA ELIZABETH	16	0.03
1305	MARIA ETELVINA	16	0.03
1306	MARIA FIDELINA	16	0.03
1307	MARIA KARINA	16	0.03
1308	MARIA LILIANA	16	0.03
1309	MARIA RUFINA	16	0.03
1310	MARIA SABELA	16	0.03
1311	MARIA ZULEMA	16	0.03
1312	MIRTA	16	0.03
1313	MONICA PATRICIA	16	0.03
1314	MONTSERRAT MARIA	16	0.03
1315	NAROA	16	0.03
1316	NEREIDA	16	0.03
1317	NOA MARIA	16	0.03
1318	ROSALIA MARIA	16	0.03
1319	SEBASTIANA	16	0.03
1320	SILA	16	0.03
1321	SONIA ISABEL	16	0.03
1322	STEFANIA	16	0.03
1323	AGATA	15	0.03
1324	AHINARA	15	0.03
1325	ALMUDENA MARIA	15	0.03
1326	ANNE	15	0.03
1327	ANTOLINA	15	0.03
1328	AQUILINA	15	0.03
1329	ARANTZAZU	15	0.03
1330	BEATRIZ ELENA	15	0.03
1331	CARMEN BEATRIZ	15	0.03
1332	CARMEN LUISA	15	0.03
1333	CONSTANZA	15	0.03
1334	DIANA MARCELA	15	0.03
1335	DOLORES MERCEDES	15	0.03
1336	ELBA MARIA	15	0.03
1337	ELIANE	15	0.03
1338	ELVA MARIA	15	0.03
1339	ESTRELA	15	0.03
1340	FATIHA	15	0.03
1341	FLORICA	15	0.03
1342	HAIZEA	15	0.03
1343	HUMILDE	15	0.03
1344	IGNACIA	15	0.03
1345	ILDUARA	15	0.03
1346	ILUMINADA	15	0.03
1347	INDIA	15	0.03
1348	IRIMIA	15	0.03
1349	JANAINA	15	0.03
1350	JAQUELINE	15	0.03
1351	JESICA MARIA	15	0.03
1352	JOSEFA ROSA	15	0.03
1353	LIBIA	15	0.03
1354	LUCIA CARMEN	15	0.03
1355	LUCIA ISABEL	15	0.03
1356	LUDIVINA	15	0.03
1357	MAFALDA	15	0.03
1358	MAGALY	15	0.03
1359	MALIKA	15	0.03
1360	MARIA ALIDA	15	0.03
1361	MARIA CARMEN PILAR	15	0.03
1362	MARIA DOMITILA	15	0.03
1363	MARIA ELDA	15	0.03
1364	MARIA FABIOLA	15	0.03
1365	MARIA FINA	15	0.03
1366	MARIA IGNACIA	15	0.03
1367	MARIA ROSANA	15	0.03
1368	MARIETA	15	0.03
1369	MARTA SUSANA	15	0.03
1370	MATILDE MARIA	15	0.03
1371	MIRELA	15	0.03
1372	MIRYAM	15	0.03
1373	NOAH	15	0.03
1374	ROSARIO MARIA	15	0.03
1375	SHAILA MARIA	15	0.03
1376	SIMONA	15	0.03
1377	SIMONE	15	0.03
1378	SOL	15	0.03
1379	STEPHANIE	15	0.03
1380	TERESA CARMEN	15	0.03
1381	VANIA	15	0.03
1382	VILMA	15	0.03
1383	YULIA	15	0.03
1384	YURENA	15	0.03
1385	ALBERTA	14	0.02
1386	ALBERTINA	14	0.02
1387	ANA ELISA	14	0.02
1388	ANA GABRIELA	14	0.02
1389	ANNABEL	14	0.02
1390	ARSENIA	14	0.02
1391	AURIA	14	0.02
1392	BABILA	14	0.02
1393	BETTY	14	0.02
1394	BLANCA ROSA	14	0.02
1395	CAMELIA	14	0.02
1396	CARMEN SARA	14	0.02
1397	CORALIA	14	0.02
1398	DALILA	14	0.02
1399	DORA MARIA	14	0.02
1400	DULZURA	14	0.02
1401	DUNIA	14	0.02
1402	ERMELINDA	14	0.02
1403	GABRIELA ALEJANDRA	14	0.02
1404	GISELLE	14	0.02
1405	INDIRA	14	0.02
1406	IRIS MARIA	14	0.02
1407	JACOBA	14	0.02
1408	JANIRA	14	0.02
1409	JAZMIN	14	0.02
1410	JOSEFA AMALIA	14	0.02
1411	JOSEFA ESTHER	14	0.02
1412	LATIFA	14	0.02
1413	LAUDELINA	14	0.02
1414	LEONILA	14	0.02
1415	MARIA AMOR	14	0.02
1416	MARIA FUENSANTA	14	0.02
1417	MARIA LUJAN	14	0.02
1418	MARIA NELLY	14	0.02
1419	MARIA NILDA	14	0.02
1420	MARIA RUTH	14	0.02
1421	MARIA VENTURA	14	0.02
1422	MATILDA	14	0.02
1423	MERITXELL	14	0.02
1424	MIRELLA	14	0.02
1425	OMAIRA	14	0.02
1426	ORENTINA	14	0.02
1427	PERPETUA	14	0.02
1428	ROSA MARGARITA	14	0.02
1429	ROSA PILAR	14	0.02
1430	SOLANGE	14	0.02
1431	SYLVIA	14	0.02
1432	YASMINE	14	0.02
1433	YESENIA	14	0.02
1434	YOMARA	14	0.02
1435	ALBA LUCIA	13	0.02
1436	ALESANDRA	13	0.02
1437	ALICE	13	0.02
1438	ALINE	13	0.02
1439	ANA GLORIA	13	0.02
1440	ARIANE	13	0.02
1441	ASTRID	13	0.02
1442	BANESA	13	0.02
1443	CARMEN EMILIA	13	0.02
1444	CARMEN JOSEFINA	13	0.02
1445	CAROL	13	0.02
1446	CATALINA MARIA	13	0.02
1447	CINTIA MARIA	13	0.02
1448	CRISTINA PILAR	13	0.02
1449	DIANA PATRICIA	13	0.02
1450	ELVIRA CARMEN	13	0.02
1451	EVARISTA	13	0.02
1452	EVELIA	13	0.02
1453	FELIPA	13	0.02
1454	GABRIELLA	13	0.02
1455	GREGORIA	13	0.02
1456	HANAN	13	0.02
1457	IDOIA	13	0.02
1458	INMACULADA MARIA	13	0.02
1459	IONELA	13	0.02
1460	JENNIFER MARIA	13	0.02
1461	JOANNA	13	0.02
1462	LINA MARCELA	13	0.02
1463	LUZ MERY	13	0.02
1464	MARGARITA ISABEL	13	0.02
1465	MARIA AGUEDA	13	0.02
1466	MARIA ALICE	13	0.02
1467	MARIA CARMEN ISABEL	13	0.02
1468	MARIA CARMEN MERCEDES	13	0.02
1469	MARIA EDUARDA	13	0.02
1470	MARIA ELOISA	13	0.02
1471	MARIA ESTIBALIZ	13	0.02
1472	MARIA FELICITA	13	0.02
1473	MARIA FUENCISLA	13	0.02
1474	MARIA GUMERSINDA	13	0.02
1475	MARIA HERMELINDA	13	0.02
1476	MARIA JULIANA	13	0.02
1477	MARIA LUCILA	13	0.02
1478	MARIA LYDIA	13	0.02
1479	MARTHA LUCIA	13	0.02
1480	MARWA	13	0.02
1481	MELANY	13	0.02
1482	MERCEDES JOSEFA	13	0.02
1483	MICHELE	13	0.02
1484	NAYLA	13	0.02
1485	OLGA BEATRIZ	13	0.02
1486	ORLINDA	13	0.02
1487	ROSA DOLORES	13	0.02
1488	ROSALBA	13	0.02
1489	SAIDA	13	0.02
1490	SALVADORA	13	0.02
1491	SVETLANA	13	0.02
1492	UXUE	13	0.02
1493	VISITA	13	0.02
1494	XISELA	13	0.02
1495	YESSICA MARIA	13	0.02
1496	ALANA	12	0.02
1497	ALDA	12	0.02
1498	ALEXANDRA MARIA	12	0.02
1499	ALICIA BEATRIZ	12	0.02
1500	ALTAGRACIA	12	0.02
1501	ANA ABEL	12	0.02
1502	ANGUSTIA	12	0.02
1503	ANTONIA JOSEFA	12	0.02
1504	BLANCA ESTHER	12	0.02
1505	CARMEN ALICIA	12	0.02
1506	CARMEN GLORIA	12	0.02
1507	CARMEN ROSARIO	12	0.02
1508	CLAUDIA ALEJANDRA	12	0.02
1509	CORNELIA	12	0.02
1510	CRISTEL	12	0.02
1511	CRISTINA CARMEN	12	0.02
1512	CRUZ MARIA	12	0.02
1513	DANAE	12	0.02
1514	EDITH	12	0.02
1515	EDUVIGIS	12	0.02
1516	EKATERINA	12	0.02
1517	ELAINE	12	0.02
1518	EUMELIA	12	0.02
1519	EUNICE	12	0.02
1520	EVELIN	12	0.02
1521	FATIMA ZAHRA	12	0.02
1522	FATOU	12	0.02
1523	FELICIANA	12	0.02
1524	GEORGETA	12	0.02
1525	HERMINIA MARIA	12	0.02
1526	HIPOLITA	12	0.02
1527	HONORINA	12	0.02
1528	IDA	12	0.02
1529	IRIA FLAVIA	12	0.02
1530	IRYNA	12	0.02
1531	ISABEL CARMEN	12	0.02
1532	IZASKUN	12	0.02
1533	JOHANA	12	0.02
1534	JOSEFA CONCEPCION	12	0.02
1535	JOSEFA TERESA	12	0.02
1536	JUANA ANTONIA	12	0.02
1537	JUNE	12	0.02
1538	JUVENTINA	12	0.02
1539	LARISA	12	0.02
1540	LEOCADIA	12	0.02
1541	LILIANA MARIA	12	0.02
1542	LIS	12	0.02
1543	MAIKA	12	0.02
1544	MALAK	12	0.02
1545	MANUELA MERCEDES	12	0.02
1546	MARGOT	12	0.02
1547	MARIA ABEL	12	0.02
1548	MARIA ADOLFINA	12	0.02
1549	MARIA AMADORA	12	0.02
1550	MARIA ANTIA	12	0.02
1551	MARIA ARSILIA	12	0.02
1552	MARIA CARINA	12	0.02
1553	MARIA CORALIA	12	0.02
1554	MARIA DALIA	12	0.02
1555	MARIA ENEDINA	12	0.02
1556	MARIA FLORES	12	0.02
1557	MARIA GENMA	12	0.02
1558	MARIA GEORGINA	12	0.02
1559	MARIA HELGA	12	0.02
1560	MARIA JUNCAL	12	0.02
1561	MARIA MICAELA	12	0.02
1562	MARIA OLALLA	12	0.02
1563	MARIA TRANSITO	12	0.02
1564	MARICELA	12	0.02
1565	MARILYN	12	0.02
1566	MARINA MARIA	12	0.02
1567	MARLEN	12	0.02
1568	MARTA LUCIA	12	0.02
1569	MARTA LUISA	12	0.02
1570	NOEMIA	12	0.02
1571	ORIANA	12	0.02
1572	PATRICIA ISABEL	12	0.02
1573	ROMINA MARIA	12	0.02
1574	ROSA MERCEDES	12	0.02
1575	SILVIA CRISTINA	12	0.02
1576	SOPHIE	12	0.02
1577	TERESA DOLORES	12	0.02
1578	WENDY	12	0.02
1579	YAEL	12	0.02
1580	ZARA	12	0.02
1581	ZOHRA	12	0.02
1582	ADELIA	11	0.02
1583	AINA	11	0.02
1584	AISSATOU	11	0.02
1585	ALEKSANDRA	11	0.02
1586	ALEXIA MARIA	11	0.02
1587	AMAL	11	0.02
1588	AMINATA	11	0.02
1589	ANA CLARA	11	0.02
1590	ANA MARINA	11	0.02
1591	ANDREEA	11	0.02
1592	ANDREINA	11	0.02
1593	ARIANNE	11	0.02
1594	ARMANDA	11	0.02
1595	AROHA	11	0.02
1596	BALBANERA	11	0.02
1597	CARMEN CONSUELO	11	0.02
1598	CARMEN DIVINA	11	0.02
1599	CARMEN VICTORIA	11	0.02
1600	CAROLA	11	0.02
1601	DEBORA MARIA	11	0.02
1602	DEOLINDA	11	0.02
1603	DEVORA	11	0.02
1604	DEYANIRA	11	0.02
1605	DOMINICA	11	0.02
1606	ELENA PILAR	11	0.02
1607	ELISANGELA	11	0.02
1608	ELVIA	11	0.02
1609	ENMA MARIA	11	0.02
1610	ERICA MARIA	11	0.02
1611	ERIKA MARIA	11	0.02
1612	ESTRELLA CARMEN	11	0.02
1613	EVA BEATRIZ	11	0.02
1614	GLORIA AMPARO	11	0.02
1615	GLORIA INES	11	0.02
1616	HANNA	11	0.02
1617	HELIA	11	0.02
1618	IOLANDA	11	0.02
1619	JADE	11	0.02
1620	JOSEFA JUANA	11	0.02
1621	JOSEFA MERCEDES	11	0.02
1622	JULIA CARMEN	11	0.02
1623	JUNCAL	11	0.02
1624	KATIA MARIA	11	0.02
1625	LAURA PATRICIA	11	0.02
1626	LIUDMILA	11	0.02
1627	LUZ DARY	11	0.02
1628	LYDIA MARIA	11	0.02
1629	MARCELA ALEJANDRA	11	0.02
1630	MARGARIDA	11	0.02
1631	MARIA AGRIPINA	11	0.02
1632	MARIA AMADA	11	0.02
1633	MARIA AURITA	11	0.02
1634	MARIA BARBARA	11	0.02
1635	MARIA BRIGIDA	11	0.02
1636	MARIA CARMO	11	0.02
1637	MARIA CINTA	11	0.02
1638	MARIA CRISTAL	11	0.02
1639	MARIA DOROTEA	11	0.02
1640	MARIA EMILIANA	11	0.02
1641	MARIA ERIKA	11	0.02
1642	MARIA JOVITA	11	0.02
1643	MARIA MABEL	11	0.02
1644	MARIA MINIA	11	0.02
1645	MARIA NOEL	11	0.02
1646	MARIA OLIVIA	11	0.02
1647	MARIA PAMELA	11	0.02
1648	MARIA PAULINA	11	0.02
1649	MARIA PERFECTA	11	0.02
1650	MARIA PERPETUO SOCORRO	11	0.02
1651	MARIA SALUD	11	0.02
1652	MARINA DOLORES	11	0.02
1653	MARY CRUZ	11	0.02
1654	MAYRA ALEJANDRA	11	0.02
1655	MERCEDES CARMEN	11	0.02
1656	MERCEDES ISABEL	11	0.02
1657	MERCEDES PILAR	11	0.02
1658	MIREN	11	0.02
1659	MONICA ALEJANDRA	11	0.02
1660	NAJAT	11	0.02
1661	NIDIA	11	0.02
1662	NIKOLE	11	0.02
1663	OBDULIA MARIA	11	0.02
1664	OLGA LUCIA	11	0.02
1665	OVIDIA	11	0.02
1666	PACITA	11	0.02
1667	REBECCA	11	0.02
1668	REGINA MARIA	11	0.02
1669	ROCIO CARMEN	11	0.02
1670	ROSA ELVIRA	11	0.02
1671	RUDESINDA	11	0.02
1672	SALUDINA	11	0.02
1673	SANTA	11	0.02
1674	SHARON	11	0.02
1675	SILVIA SUSANA	11	0.02
1676	SOUAD	11	0.02
1677	SOUMIA	11	0.02
1678	UXIA MARIA	11	0.02
1679	VITORIA	11	0.02
1680	YAMILA	11	0.02
1681	YANINA	11	0.02
1682	YULIANA	11	0.02
1683	ZAHIRA	11	0.02
1684	ZAIDA MARIA	11	0.02
1685	ZINEB	11	0.02
1686	ADHARA	10	0.02
1687	AIRA	10	0.02
1688	ALIS	10	0.02
1689	AMPARO MARIA	10	0.02
1690	ANA ALICIA	10	0.02
1691	ANA AURORA	10	0.02
1692	ANA CECILIA	10	0.02
1693	ANA EVA	10	0.02
